Created at,Total,Subtotal,marketing,item_count,total_7d_avg,total_30d_avg,items_7d_avg,total_7d_std,total_prev_day,total_prev_week,total_prev_month,total_same_day_last_week,items_same_day_last_week,total_growth_1d,total_growth_1w,quarter,day_of_year,week_of_year,week_sin,week_cos,year_sin,year_cos,total_discount,discount_ratio,avg_shipping_cost,avg_items_per_order,days_to_next_shopping_holiday,next_shopping_holiday,pre_holiday_period
2022-11-20 00:00:00+02:00,16712.96,16512.96,0,95,14146.63714,,69.28571429,6658.046541,23179.85,22111.87,,22111.87,78,-0.278987569,-0.244163429,4,324,46,-0.781831482,0.623489802,-0.648629561,0.761104259,2599.99,0.157451481,10.52631579,5,11,Black Friday,0
2022-11-21 00:00:00+02:00,16963.93,16863.93,0,70,14898.06571,,73.42857143,6633.190648,16712.96,11703.93,,11703.93,41,0.01501649,0.44942169,4,325,47,0,1,-0.635432301,0.772156584,3195.96,0.189514544,7.142857143,5,10,Black Friday,0
2022-11-22 00:00:00+02:00,7691.9,7491.9,0,33,15275.49,,73.28571429,6026.900982,16963.93,5049.93,,5049.93,34,-0.546573229,0.523169628,4,326,47,0.781831482,0.623489802,-0.622046748,0.782980104,960,0.128138389,18.18181818,3,9,Black Friday,0
2022-11-23 00:00:00+02:00,19012.92,18532.92,0,64,15311.06,,73.71428571,6051.604821,7691.9,18763.93,,18763.93,61,1.471810606,0.013269608,4,327,47,0.974927912,-0.222520934,-0.60847687,0.793571609,4141.98,0.223493114,32,4.266666667,8,Black Friday,0
2022-11-24 00:00:00+02:00,26681.87,25971.87,0,141,18197.33286,,89.85714286,5953.838998,19012.92,6477.96,,6477.96,28,0.403354666,3.118869212,4,328,47,0.433883739,-0.900968868,-0.594726687,0.803927962,2232.03,0.085940288,25.35714286,5.035714286,7,Black Friday,1
2022-11-25 00:00:00+02:00,67830.98,66900.98,0,349,25439.20143,,124.4285714,19612.72164,26681.87,17137.9,,17137.9,107,1.542212371,2.957951674,4,329,47,-0.433883739,-0.900968868,-0.580800273,0.814046094,6383,0.095409664,12.91666667,4.847222222,6,Black Friday,1
2022-11-26 00:00:00+02:00,100145.24,98735.24,0,493,36434.25714,,177.8571429,34248.11888,67830.98,23179.85,,23179.85,119,0.476393825,3.320357552,4,330,47,-0.974927912,-0.222520934,-0.566701756,0.823923006,4759.7,0.048206699,18.07692308,6.320512821,5,Black Friday,1
2022-11-27 00:00:00+02:00,55386.96,54046.96,0,269,41959.11429,,202.7142857,33650.6784,100145.24,16712.96,,16712.96,95,-0.446933674,2.314012599,4,331,47,-0.781831482,0.623489802,-0.552435313,0.833555772,2013,0.037245388,20,4.014925373,4,Black Friday,1
2022-11-28 00:00:00+02:00,52012,50442,0,266,46965.98143,,230.7142857,31872.2167,55386.96,16963.93,,16963.93,70,-0.060934198,2.066034816,4,332,48,0,1,-0.538005172,0.842941537,1964,0.038935807,21.80555556,3.694444444,3,Black Friday,1
2022-11-29 00:00:00+02:00,59521,58291,0,299,54370.13857,,268.7142857,26852.85026,52012,7691.9,,7691.9,33,0.14437053,6.738140121,4,333,48,0.781831482,0.623489802,-0.523415607,0.852077521,3088,0.052975588,17.82608696,4.333333333,2,Black Friday,1
2022-11-30 00:00:00+02:00,68655.96,67245.96,0,398,61462.00143,24463.355,316.4285714,22092.01801,59521,19012.92,,19012.92,64,0.153474572,2.611016088,4,334,48,0.974927912,-0.222520934,-0.508670944,0.860961016,4805,0.071454107,16.78571429,4.738095238,1,Black Friday,1
2022-12-01 00:00:00+02:00,32722.98,31842.98,0,139,62325.01714,25279.88967,316.1428571,20572.65092,68655.96,26681.87,8226.94,26681.87,141,-0.523377431,0.226412542,4,335,48,0.433883739,-0.900968868,-0.49377555,0.869589389,843,0.026473653,21.46341463,3.390243902,0,Black Friday,1
2022-12-02 00:00:00+02:00,46552.97,45022.97,0,220,59285.30143,26414.99533,297.7142857,21186.34206,32722.98,67830.98,12499.8,67830.98,349,0.422638464,-0.31369162,4,336,48,-0.433883739,-0.900968868,-0.47873384,0.877960085,1264,0.028074558,25.08196721,3.606557377,0,Christmas,1
2022-12-03 00:00:00+02:00,44948.98,43738.98,0,251,51400.12143,27617.965,263.1428571,11503.11281,46552.97,100145.24,8859.89,100145.24,493,-0.034455159,-0.551162092,4,337,48,-0.974927912,-0.222520934,-0.463550271,0.886070622,3113,0.071172213,22.40740741,4.648148148,0,Christmas,1
2022-12-04 00:00:00+02:00,29560,28330,0,161,47710.55571,28270.06733,247.7142857,13902.84972,44948.98,55386.96,9996.93,55386.96,269,-0.3423655,-0.466300371,4,338,48,-0.781831482,0.623489802,-0.448229342,0.893918597,875,0.030885987,29.28571429,3.833333333,0,Christmas,1
2022-12-05 00:00:00+02:00,21892.98,20822.98,0,92,43407.83857,28547.206,222.8571429,16724.1669,29560,52012,13578.82,52012,266,-0.259371448,-0.57907829,4,339,49,0,1,-0.432775593,0.901501684,0,0,35.66666667,3.066666667,0,Christmas,1
2022-12-06 00:00:00+02:00,21932.23,21052.23,0,128,38038.01429,28748.45067,198.4285714,16722.78512,21892.98,59521,15894.89,59521,299,0.001792812,-0.631521144,4,340,49,0.781831482,0.623489802,-0.417193603,0.908817637,115.7,0.005495855,36.66666667,5.333333333,0,Christmas,1
2022-12-07 00:00:00+02:00,10300.97,9850.97,0,37,29701.58714,28760.28567,146.8571429,13059.6207,21932.23,68655.96,9945.92,68655.96,398,-0.530327285,-0.84996248,4,341,49,0.974927912,-0.222520934,-0.401487989,0.915864288,100,0.010151285,34.61538462,2.846153846,0,Christmas,1
2022-12-08 00:00:00+02:00,15897.94,14937.94,0,65,27298.01,28936.321,136.2857143,13930.14557,10300.97,32722.98,10616.88,32722.98,139,0.543343976,-0.514165886,4,342,49,0.433883739,-0.900968868,-0.385663406,0.922639549,540,0.036149563,43.63636364,2.954545455,0,Christmas,1
2022-12-09 00:00:00+02:00,10382.99,10102.99,0,41,22130.87,28785.096,110.7142857,12198.10642,15897.94,46552.97,14919.74,46552.97,220,-0.346897145,-0.776963962,4,343,49,-0.433883739,-0.900968868,-0.369724543,0.929141411,0,0,28,4.1,0,Christmas,1
2022-12-10 00:00:00+02:00,7521.98,7271.98,0,23,16784.15571,28843.565,78.14285714,8014.620478,10382.99,44948.98,5767.91,44948.98,251,-0.275547795,-0.832655157,4,344,49,-0.974927912,-0.222520934,-0.353676122,0.935367949,0,0,25,2.3,15,Christmas,0
2022-12-11 00:00:00+02:00,9394.95,8814.95,0,27,13903.43429,28629.40033,59,6037.288583,7521.98,29560,15819.89,29560,161,0.248999599,-0.682173545,4,345,49,-0.781831482,0.623489802,-0.3375229,0.941317318,380,0.043108583,44.61538462,2.076923077,14,Christmas,0
2022-12-12 00:00:00+02:00,23110.88,22760.88,0,82,14077.42,28975.36467,57.57142857,6316.980282,9394.95,21892.98,12731.95,21892.98,92,1.459925811,0.055629704,4,346,50,0,1,-0.321269662,0.946987753,0,0,18.42105263,4.315789474,13,Christmas,0
2022-12-13 00:00:00+02:00,18121.9,17741.9,0,48,13533.08714,28842.36567,46.14285714,5657.018205,23110.88,21932.23,22111.87,21932.23,128,-0.215871486,-0.173731992,4,347,50,0.781831482,0.623489802,-0.304921225,0.952377576,203,0.011441841,23.75,3,12,Christmas,0
2022-12-14 00:00:00+02:00,18819.9,18369.9,0,43,14750.07714,29079.56467,47,5761.184574,18121.9,10300.97,11703.93,10300.97,37,0.038516933,0.8270027,4,348,50,0.974927912,-0.222520934,-0.288482433,0.957485188,0,0,34.61538462,3.307692308,11,Christmas,0
2022-12-15 00:00:00+02:00,10000.99,9670.99,0,24,13907.65571,29244.6,41.14285714,5991.88352,18819.9,15897.94,5049.93,15897.94,65,-0.468594945,-0.370925415,4,349,50,0.433883739,-0.900968868,-0.271958158,0.962309077,100,0.010340203,36.66666667,2.666666667,10,Christmas,0
2022-12-16 00:00:00+02:00,13583.98,13283.98,0,28,14364.94,29071.935,39.28571429,5797.035792,10000.99,10382.99,18763.93,10382.99,41,0.358263532,0.308291735,4,350,50,-0.433883739,-0.900968868,-0.255353295,0.966847814,0,0,30,2.8,9,Christmas,0
2022-12-17 00:00:00+02:00,14093.96,13863.96,0,39,15303.79429,29325.80167,41.57142857,4978.469323,13583.98,7521.98,6477.96,7521.98,23,0.037542753,0.873703466,4,351,50,-0.974927912,-0.222520934,-0.238672766,0.971100052,465,0.033540201,25.55555556,4.333333333,8,Christmas,0
2022-12-18 00:00:00+02:00,10714.96,10434.96,0,30,15492.36714,29111.70367,42,4736.471649,14093.96,9394.95,17137.9,9394.95,27,-0.239748091,0.140502078,4,352,50,-0.781831482,0.623489802,-0.221921513,0.975064532,975,0.093435912,28,3,7,Christmas,1
2022-12-19 00:00:00+02:00,9569.98,9089.98,0,43,13557.95286,28658.04133,36.42857143,3773.685267,10714.96,23110.88,23179.85,23110.88,82,-0.106858075,-0.585910186,4,353,51,0,1,-0.2051045,0.97874008,0,0,36.92307692,3.307692308,6,Christmas,1
2022-12-20 00:00:00+02:00,9290,8610,0,49,12296.25286,28410.60933,36.57142857,3456.559051,9569.98,18121.9,16712.96,18121.9,48,-0.02925607,-0.487360597,4,354,51,0.781831482,0.623489802,-0.18822671,0.982125606,0,0,45.33333333,3.266666667,5,Christmas,1
2022-12-21 00:00:00+02:00,7185,7005,0,21,10634.12429,28084.645,33.42857143,2446.59753,9290,18819.9,16963.93,18819.9,43,-0.226587729,-0.618223264,4,355,51,0.974927912,-0.222520934,-0.171293144,0.985220107,0,0,25.71428571,3,4,Christmas,1
2022-12-22 00:00:00+02:00,10464.98,10254.98,0,52,10700.40857,28177.081,37.42857143,2432.832107,7185,10000.99,7691.9,10000.99,24,0.456503827,0.046394407,4,356,51,0.433883739,-0.900968868,-0.154308821,0.988022666,2520,0.245734268,26.25,6.5,3,Christmas,1
2022-12-23 00:00:00+02:00,5204,5004,0,13,9503.268571,27716.78367,35.28571429,2809.968745,10464.98,13583.98,19012.92,13583.98,28,-0.502722413,-0.616901674,4,357,51,-0.433883739,-0.900968868,-0.137278772,0.990532452,0,0,33.33333333,2.166666667,2,Christmas,1
2022-12-24 00:00:00+02:00,13712,13532,0,46,9448.702857,27284.45467,36.28571429,2707.818206,5204,14093.96,26681.87,14093.96,39,1.634896234,-0.027100971,4,358,51,-0.974927912,-0.222520934,-0.120208045,0.992748722,0,0,22.5,5.75,1,Christmas,1
2022-12-25 00:00:00+02:00,19180,18980,0,58,10657.99429,25662.75533,40.28571429,4598.037865,13712,10714.96,67830.98,10714.96,30,0.398774796,0.790020681,4,359,51,-0.781831482,0.623489802,-0.103101697,0.99467082,250,0.01317176,15.38461538,4.461538462,0,Christmas,1
2022-12-26 00:00:00+02:00,29261,28371,0,108,13470.99714,23299.94733,49.57142857,8330.154703,19180,9569.98,100145.24,9569.98,43,0.525599583,2.057582148,4,360,52,0,1,-0.085964799,0.996298175,264,0.009305277,30.68965517,3.724137931,0,Valentine's Day,1
2022-12-27 00:00:00+02:00,17887,17607,0,49,14699.14,22049.94867,49.57142857,8244.29969,29261,9290,55386.96,9290,49,-0.38870852,0.92540366,4,361,52,0.781831482,0.623489802,-0.068802427,0.997630305,264,0.014994036,23.33333333,4.083333333,0,Valentine's Day,1
2022-12-28 00:00:00+02:00,14992,14162,0,42,15814.42571,20815.94867,52.57142857,7557.857894,17887,7185,52012,7185,21,-0.161849388,1.086569241,4,362,52,0.974927912,-0.222520934,-0.051619667,0.998666816,302,0.021324672,43.68421053,2.210526316,0,Valentine's Day,1
2022-12-29 00:00:00+02:00,18933,18433,0,56,17024.14286,19463.01533,53.14285714,7229.48042,14992,10464.98,59521,10464.98,52,0.262873533,0.809176893,4,363,52,0.433883739,-0.900968868,-0.034421612,0.999407401,0,0,29.41176471,3.294117647,0,Valentine's Day,1
2022-12-30 00:00:00+02:00,19818,19258,0,65,19111.85714,17835.08333,60.57142857,5019.500753,18933,5204,68655.96,5204,13,0.046743781,2.808224443,4,364,52,-0.433883739,-0.900968868,-0.017213356,0.999851839,0,0,31.11111111,3.611111111,0,Valentine's Day,1
2022-12-31 00:00:00+02:00,25173.98,24383.98,0,97,20749.28286,17583.45,67.85714286,4830.373734,19818,13712,32722.98,13712,46,0.270258351,0.835908693,4,365,52,-0.974927912,-0.222520934,6.43E-16,1,0,0,32.91666667,4.041666667,0,Valentine's Day,1
2023-01-01 00:00:00+02:00,37897,36997,0,114,23423.14,17294.91767,75.85714286,7974.229668,25173.98,19180,46552.97,19180,58,0.505403595,0.975860271,1,1,52,-0.781831482,0.623489802,0.017213356,0.999851839,283,0.007649269,32.14285714,4.071428571,0,Valentine's Day,1
2023-01-02 00:00:00+02:00,27991,26911,0,85,23241.71143,16729.65167,72.57142857,7832.457619,37897,29261,44948.98,29261,108,-0.261392722,-0.043402481,1,2,1,0,1,0.034421612,0.999407401,0,0,38.57142857,3.035714286,0,Valentine's Day,1
2023-01-03 00:00:00+02:00,25009,23729,0,109,24259.14,16577.95167,81.14285714,7475.388532,27991,17887,29560,17887,49,-0.106534243,0.398166266,1,3,1,0.781831482,0.623489802,0.051619667,0.998666816,0,0,37.64705882,3.205882353,0,Valentine's Day,1
2023-01-04 00:00:00+02:00,35310.2,34560.2,0,110,27161.74,17025.19233,90.85714286,7217.560048,25009,14992,21892.98,14992,42,0.411899716,1.355269477,1,4,1,0.974927912,-0.222520934,0.068802427,0.997630305,867.8,0.025109808,22.72727273,3.333333333,0,Valentine's Day,1
2023-01-05 00:00:00+02:00,29520.99,28440.99,0,88,28674.31,17278.151,95.42857143,6250.304804,35310.2,18933,21932.23,18933,56,-0.163952909,0.55923467,1,5,1,0.433883739,-0.900968868,0.085964799,0.996298175,0,0,40,3.259259259,0,Valentine's Day,1
2023-01-06 00:00:00+02:00,23127,21797,0,84,29147.02429,17705.68533,98.14285714,5555.358834,29520.99,19818,10300.97,19818,65,-0.216591314,0.166969422,1,6,1,-0.433883739,-0.900968868,0.103101697,0.99467082,0,0,45.86206897,2.896551724,0,Valentine's Day,1
2023-01-07 00:00:00+02:00,30843.98,30028.98,0,106,29957.02429,18203.88667,99.42857143,5286.365299,23127,25173.98,15897.94,25173.98,97,0.333678385,0.225232562,1,7,1,-0.974927912,-0.222520934,0.120208045,0.992748722,463,0.015418439,29.10714286,3.785714286,0,Valentine's Day,1
2023-01-08 00:00:00+02:00,12343,11663,0,42,26306.45286,18269.22033,89.14285714,7321.177995,30843.98,37897,10382.99,37897,114,-0.599824666,-0.674301396,1,8,1,-0.781831482,0.623489802,0.137278772,0.990532452,0,0,42.5,2.625,0,Valentine's Day,1
2023-01-09 00:00:00+02:00,17511,17181,0,54,24809.31,18602.18767,84.71428571,7962.7269,12343,27991,7521.98,27991,85,0.418698858,-0.374406059,1,9,2,0,1,0.154308821,0.988022666,90,0.005238345,22,3.6,0,Valentine's Day,1
2023-01-10 00:00:00+02:00,24917,23977,0,88,24796.16714,19119.58933,81.71428571,7962.418289,17511,25009,9394.95,25009,109,0.422934156,-0.003678676,1,10,2,0.781831482,0.623489802,0.171293144,0.985220107,0,0,34.81481481,3.259259259,0,Valentine's Day,1
2023-01-11 00:00:00+02:00,36230,35670,0,114,24927.56714,19556.89333,82.28571429,8169.734953,24917,35310.2,23110.88,35310.2,110,0.454027371,0.02604913,1,11,2,0.974927912,-0.222520934,0.18822671,0.982125606,0,0,23.33333333,4.75,0,Valentine's Day,1
2023-01-12 00:00:00+02:00,45648.98,44388.98,0,133,27231.56571,20474.46267,88.71428571,11340.09088,36230,29520.99,18121.9,29520.99,88,0.259977367,0.546322803,1,12,2,0.433883739,-0.900968868,0.2051045,0.97874008,405,0.009123886,29.30232558,3.093023256,0,Valentine's Day,1
2023-01-13 00:00:00+02:00,52862.99,51522.99,0,164,31479.56429,21609.23233,100.1428571,14636.65476,45648.98,23127,18819.9,23127,84,0.158032228,1.285769447,1,13,2,-0.433883739,-0.900968868,0.221921513,0.975064532,4432,0.086019852,29.77777778,3.644444444,0,Valentine's Day,1
2023-01-14 00:00:00+02:00,46584,45624,0,142,33728.13857,22828.666,105.2857143,15693.61538,52862.99,30843.98,10000.99,30843.98,106,-0.118778563,0.510310926,1,14,2,-0.974927912,-0.222520934,0.238672766,0.971100052,689,0.015101701,26.66666667,3.944444444,0,Valentine's Day,1
2023-01-15 00:00:00+02:00,46935,46005,0,137,38669.85286,23940.36667,118.8571429,13063.24767,46584,12343,13583.98,12343,42,0.007534776,2.802560156,1,15,2,-0.781831482,0.623489802,0.255353295,0.966847814,0,0,30,4.419354839,0,Valentine's Day,1
2023-01-16 00:00:00+02:00,36506,35296,0,100,41383.42429,24687.43467,125.4285714,9392.652745,46935,17511,14093.96,17511,54,-0.222200916,1.084746731,1,16,3,0,1,0.271958158,0.962309077,0,0,36.66666667,3.03030303,0,Valentine's Day,1
2023-01-17 00:00:00+02:00,28298,27318,0,86,41866.42429,25273.536,125.1428571,8443.772167,36506,24917,10714.96,24917,88,-0.224839752,0.135690492,1,17,3,0.781831482,0.623489802,0.288482433,0.957485188,454,0.016619079,33.79310345,2.965517241,0,Valentine's Day,1
2023-01-18 00:00:00+02:00,9040,8760,0,19,37982.13857,25255.87,111.5714286,15099.5301,28298,36230,9569.98,36230,114,-0.680542795,-0.750483025,1,18,3,0.974927912,-0.222520934,0.304921225,0.952377576,0,0,35,2.375,0,Valentine's Day,1
2023-01-19 00:00:00+02:00,24789.98,24049.98,0,53,35002.28143,25772.536,100.1428571,15389.7726,9040,45648.98,9290,45648.98,133,1.742254425,-0.456943397,1,19,3,0.433883739,-0.900968868,0.321269662,0.946987753,0,0,33.63636364,2.409090909,0,Valentine's Day,1
2023-01-20 00:00:00+02:00,20362.99,19582.99,0,54,30359.42429,26211.80233,84.42857143,13937.25039,24789.98,52862.99,7185,52862.99,164,-0.178579813,-0.614796855,1,20,3,-0.433883739,-0.900968868,0.3375229,0.941317318,207,0.010570398,35.45454545,2.454545455,0,Valentine's Day,1
2023-01-21 00:00:00+02:00,42681.99,41771.99,0,114,29801.99429,27285.70267,80.42857143,13240.8167,20362.99,46584,10464.98,46584,142,1.096057111,-0.08376288,1,21,3,-0.974927912,-0.222520934,0.353676122,0.935367949,0,0,27.57575758,3.454545455,0,Valentine's Day,1
2023-01-22 00:00:00+02:00,19048.99,18388.99,0,46,25818.27857,27747.20233,67.42857143,11276.17431,42681.99,46935,5204,46935,137,-0.553699581,-0.594141046,1,22,3,-0.781831482,0.623489802,0.369724543,0.929141411,0,0,34.73684211,2.421052632,0,Valentine's Day,1
2023-01-23 00:00:00+02:00,47113.98,46313.98,0,126,27333.70429,28860.60167,71.14285714,13454.34593,19048.99,36506,13712,36506,100,1.473305934,0.290581822,1,23,4,0,1,0.385663406,0.922639549,0,0,29.62962963,4.666666667,0,Valentine's Day,1
2023-01-24 00:00:00+02:00,28583.96,28203.96,0,96,27374.55571,29174.067,72.57142857,13458.19538,47113.98,28298,19180,28298,86,-0.393301946,0.010105308,1,24,4,0.781831482,0.623489802,0.401487989,0.915864288,0,0,18.0952381,4.571428571,0,Valentine's Day,1
2023-01-25 00:00:00+02:00,12214.98,11704.98,0,36,27828.12429,28605.86633,75,12773.37641,28583.96,9040,29261,9040,19,-0.57266313,0.351214602,1,25,4,0.974927912,-0.222520934,0.417193603,0.908817637,0,0,36.42857143,2.571428571,0,Valentine's Day,1
2023-01-26 00:00:00+02:00,23896.99,23296.99,0,76,27700.55429,28806.19933,78.28571429,12813.17321,12214.98,24789.98,17887,24789.98,53,0.956367509,-0.036022215,1,26,4,0.433883739,-0.900968868,0.432775593,0.901501684,0,0,26.08695652,3.304347826,0,Valentine's Day,1
2023-01-27 00:00:00+02:00,43399,42949,0,146,30991.41286,29753.09933,91.42857143,13551.49157,23896.99,20362.99,14992,20362.99,54,0.816086461,1.131268542,1,27,4,-0.433883739,-0.900968868,0.448229342,0.893918597,0,0,21.42857143,6.952380952,0,Valentine's Day,1
2023-01-28 00:00:00+02:00,11515.99,11115.99,0,34,26539.12714,29505.86567,80,14175.80161,43399,42681.99,18933,42681.99,114,-0.734648494,-0.730190884,1,28,4,-0.974927912,-0.222520934,0.463550271,0.886070622,0,0,33.33333333,2.833333333,0,Valentine's Day,1
2023-01-29 00:00:00+02:00,15230,14730,0,44,25993.55714,29352.93233,79.71428571,14579.84216,11515.99,19048.99,19818,19048.99,46,0.322508964,-0.200482545,1,29,4,-0.781831482,0.623489802,0.47873384,0.877960085,231,0.015682281,27.77777778,2.444444444,0,Valentine's Day,1
2023-01-30 00:00:00+02:00,15447.97,14997.97,0,42,21469.84143,29028.732,67.71428571,11527.64723,15230,47113.98,25173.98,47113.98,126,0.014311884,-0.672114943,1,30,5,0,1,0.49377555,0.869589389,0,0,30,2.8,15,Valentine's Day,0
2023-01-31 00:00:00+02:00,36557,36097,0,172,22608.84714,28984.06533,78.57142857,12683.65245,15447.97,28583.96,37897,28583.96,96,1.3664598,0.27893406,1,31,5,0.781831482,0.623489802,0.508670944,0.860961016,0,0,19.16666667,7.166666667,14,Valentine's Day,0
2023-02-01 00:00:00+02:00,18711,17821,0,81,23536.85,28674.732,85,12016.53478,36557,12214.98,27991,12214.98,36,-0.48816916,0.531807666,1,32,5,0.974927912,-0.222520934,0.523415607,0.852077521,0,0,38.69565217,3.52173913,13,Valentine's Day,0
2023-02-02 00:00:00+02:00,32857.99,31897.99,0,110,24816.99286,28936.365,89.85714286,12527.73749,18711,23896.99,25009,23896.99,76,0.756078777,0.374984465,1,33,5,0.433883739,-0.900968868,0.538005172,0.842941537,0,0,33.10344828,3.793103448,12,Valentine's Day,0
2023-02-03 00:00:00+02:00,12185,11425,0,43,20357.85,28165.525,75.14285714,10138.65382,32857.99,43399,35310.2,43399,146,-0.629161735,-0.719233162,1,34,5,-0.433883739,-0.900968868,0.552435313,0.833555772,0,0,42.22222222,2.388888889,11,Valentine's Day,0
2023-02-04 00:00:00+02:00,24407.28,23727.28,0,81,22199.46286,27995.068,81.85714286,9409.502625,12185,11515.99,29520.99,11515.99,34,1.003059499,1.119425251,1,35,5,-0.974927912,-0.222520934,0.566701756,0.823923006,107.7,0.004539079,30.90909091,3.681818182,10,Valentine's Day,0
2023-02-05 00:00:00+02:00,28603.5,28023.5,0,95,24109.96286,28177.618,89.14285714,9111.537058,24407.28,15230,23127,15230,44,0.171924934,0.878102429,1,36,5,-0.781831482,0.623489802,0.580800273,0.814046094,0,0,30.52631579,5,9,Valentine's Day,0
